"Data","Consumo","regiao"
"1979.01",228,"CO"
"1979.02",231,"CO"
"1979.03",228,"CO"
"1979.04",243,"CO"
"1979.05",241,"CO"
"1979.06",242,"CO"
"1979.07",250,"CO"
"1979.08",247,"CO"
"1979.09",254,"CO"
"1979.10",268,"CO"
"1979.11",263,"CO"
"1979.12",277,"CO"
"1980.01",271,"CO"
"1980.02",267,"CO"
"1980.03",268,"CO"
"1980.04",285,"CO"
"1980.05",264,"CO"
"1980.06",290,"CO"
"1980.07",279,"CO"
"1980.08",286,"CO"
"1980.09",307,"CO"
"1980.10",294,"CO"
"1980.11",306,"CO"
"1980.12",296,"CO"
"1981.01",301,"CO"
"1981.02",302,"CO"
"1981.03",300,"CO"
"1981.04",310,"CO"
"1981.05",309,"CO"
"1981.06",306,"CO"
"1981.07",299,"CO"
"1981.08",304,"CO"
"1981.09",322,"CO"
"1981.10",316,"CO"
"1981.11",313,"CO"
"1981.12",310,"CO"
"1982.01",325,"CO"
"1982.02",309,"CO"
"1982.03",319,"CO"
"1982.04",336,"CO"
"1982.05",340,"CO"
"1982.06",345,"CO"
"1982.07",357,"CO"
"1982.08",355,"CO"
"1982.09",368,"CO"
"1982.10",377,"CO"
"1982.11",375,"CO"
"1982.12",377,"CO"
"1983.01",366,"CO"
"1983.02",365,"CO"
"1983.03",373,"CO"
"1983.04",376,"CO"
"1983.05",397,"CO"
"1983.06",415,"CO"
"1983.07",404,"CO"
"1983.08",414,"CO"
"1983.09",419,"CO"
"1983.10",419,"CO"
"1983.11",409,"CO"
"1983.12",411,"CO"
"1984.01",422,"CO"
"1984.02",440,"CO"
"1984.03",436,"CO"
"1984.04",441,"CO"
"1984.05",458,"CO"
"1984.06",454,"CO"
"1984.07",458,"CO"
"1984.08",478,"CO"
"1984.09",471,"CO"
"1984.10",467,"CO"
"1984.11",496,"CO"
"1984.12",473,"CO"
"1985.01",478,"CO"
"1985.02",471,"CO"
"1985.03",476,"CO"
"1985.04",494,"CO"
"1985.05",506,"CO"
"1985.06",499,"CO"
"1985.07",488,"CO"
"1985.08",517,"CO"
"1985.09",461,"CO"
"1985.10",598,"CO"
"1985.11",547,"CO"
"1985.12",524,"CO"
"1986.01",557,"CO"
"1986.02",512,"CO"
"1986.03",533,"CO"
"1986.04",551,"CO"
"1986.05",567,"CO"
"1986.06",560,"CO"
"1986.07",536,"CO"
"1986.08",570,"CO"
"1986.09",584,"CO"
"1986.10",549,"CO"
"1986.11",598,"CO"
"1986.12",552,"CO"
"1987.01",580,"CO"
"1987.02",549,"CO"
"1987.03",562,"CO"
"1987.04",579,"CO"
"1987.05",592,"CO"
"1987.06",582,"CO"
"1987.07",585,"CO"
"1987.08",611,"CO"
"1987.09",624,"CO"
"1987.10",616,"CO"
"1987.11",635,"CO"
"1987.12",604,"CO"
"1988.01",625,"CO"
"1988.02",647,"CO"
"1988.03",637,"CO"
"1988.04",648,"CO"
"1988.05",631,"CO"
"1988.06",633,"CO"
"1988.07",645,"CO"
"1988.08",638,"CO"
"1988.09",661,"CO"
"1988.10",654,"CO"
"1988.11",636,"CO"
"1988.12",614,"CO"
"1989.01",632,"CO"
"1989.02",604,"CO"
"1989.03",632,"CO"
"1989.04",631,"CO"
"1989.05",679,"CO"
"1989.06",674,"CO"
"1989.07",671,"CO"
"1989.08",689,"CO"
"1989.09",698,"CO"
"1989.10",702,"CO"
"1989.11",714,"CO"
"1989.12",667,"CO"
"1990.01",693,"CO"
"1990.02",671,"CO"
"1990.03",691,"CO"
"1990.04",686,"CO"
"1990.05",688,"CO"
"1990.06",695,"CO"
"1990.07",703,"CO"
"1990.08",707,"CO"
"1990.09",731,"CO"
"1990.10",728,"CO"
"1990.11",758,"CO"
"1990.12",706,"CO"
"1991.01",730,"CO"
"1991.02",687,"CO"
"1991.03",671,"CO"
"1991.04",734,"CO"
"1991.05",763,"CO"
"1991.06",770,"CO"
"1991.07",765,"CO"
"1991.08",754,"CO"
"1991.09",785,"CO"
"1991.10",781,"CO"
"1991.11",786,"CO"
"1991.12",756,"CO"
"1992.01",744,"CO"
"1992.02",734,"CO"
"1992.03",749,"CO"
"1992.04",757,"CO"
"1992.05",758,"CO"
"1992.06",762,"CO"
"1992.07",756,"CO"
"1992.08",768,"CO"
"1992.09",773,"CO"
"1992.10",740,"CO"
"1992.11",750,"CO"
"1992.12",770,"CO"
"1993.01",770,"CO"
"1993.02",752,"CO"
"1993.03",784,"CO"
"1993.04",835,"CO"
"1993.05",834,"CO"
"1993.06",816,"CO"
"1993.07",811,"CO"
"1993.08",826,"CO"
"1993.09",857,"CO"
"1993.10",850,"CO"
"1993.11",864,"CO"
"1993.12",832,"CO"
"1994.01",819,"CO"
"1994.02",808,"CO"
"1994.03",848,"CO"
"1994.04",882,"CO"
"1994.05",862,"CO"
"1994.06",900,"CO"
"1994.07",863,"CO"
"1994.08",892,"CO"
"1994.09",920,"CO"
"1994.10",966,"CO"
"1994.11",966,"CO"
"1994.12",914,"CO"
"1995.01",913,"CO"
"1995.02",917,"CO"
"1995.03",954,"CO"
"1995.04",1003,"CO"
"1995.05",975,"CO"
"1995.06",986,"CO"
"1995.07",977,"CO"
"1995.08",1015,"CO"
"1995.09",1065,"CO"
"1995.10",1046,"CO"
"1995.11",1050,"CO"
"1995.12",1017,"CO"
"1996.01",1020,"CO"
"1996.02",1013,"CO"
"1996.03",1030,"CO"
"1996.04",1086,"CO"
"1996.05",1077,"CO"
"1996.06",1063,"CO"
"1996.07",1047,"CO"
"1996.08",1066,"CO"
"1996.09",1125,"CO"
"1996.10",1126,"CO"
"1996.11",1111,"CO"
"1996.12",1062,"CO"
"1997.01",1092,"CO"
"1997.02",1044,"CO"
"1997.03",1051,"CO"
"1997.04",1111,"CO"
"1997.05",1121,"CO"
"1997.06",1109,"CO"
"1997.07",1132,"CO"
"1997.08",1170,"CO"
"1997.09",1202,"CO"
"1997.10",1216,"CO"
"1997.11",1228,"CO"
"1997.12",1135,"CO"
"1998.01",1157,"CO"
"1998.02",1141,"CO"
"1998.03",1125,"CO"
"1998.04",1238,"CO"
"1998.05",1235,"CO"
"1998.06",1194,"CO"
"1998.07",1219,"CO"
"1998.08",1288,"CO"
"1998.09",1308,"CO"
"1998.10",1279,"CO"
"1998.11",1252,"CO"
"1998.12",1245,"CO"
"1999.01",1239,"CO"
"1999.02",1200,"CO"
"1999.03",1237,"CO"
"1999.04",1338,"CO"
"1999.05",1282,"CO"
"1999.06",1290,"CO"
"1999.07",1305,"CO"
"1999.08",1338,"CO"
"1999.09",1392,"CO"
"1999.10",1356,"CO"
"1999.11",1330,"CO"
"1999.12",1318,"CO"
"2000.01",1294,"CO"
"2000.02",1275,"CO"
"2000.03",1318,"CO"
"2000.04",1363,"CO"
"2000.05",1370,"CO"
"2000.06",1404,"CO"
"2000.07",1383,"CO"
"2000.08",1406,"CO"
"2000.09",1471,"CO"
"2000.10",1446,"CO"
"2000.11",1473,"CO"
"2000.12",1355,"CO"
"2001.01",1379,"CO"
"2001.02",1373,"CO"
"2001.03",1439,"CO"
"2001.04",1471,"CO"
"2001.05",1472,"CO"
"2001.06",1260,"CO"
"2001.07",1094,"CO"
"2001.08",1152,"CO"
"2001.09",1172,"CO"
"2001.10",1164,"CO"
"2001.11",1169,"CO"
"2001.12",1124,"CO"
"2002.01",1135,"CO"
"2002.02",1146,"CO"
"2002.03",1254,"CO"
"2002.04",1347,"CO"
"2002.05",1426,"CO"
"2002.06",1362,"CO"
"2002.07",1360,"CO"
"2002.08",1419,"CO"
"2002.09",1448,"CO"
"2002.10",1461,"CO"
"2002.11",1488,"CO"
"2002.12",1433,"CO"
"2003.01",1414,"CO"
"2003.02",1434,"CO"
"2003.03",1507,"CO"
"2003.04",1511,"CO"
"2003.05",1557,"CO"
"2003.06",1535,"CO"
"2003.07",1548,"CO"
"2003.08",1596,"CO"
"2003.09",1590,"CO"
"2003.10",1633,"CO"
"2003.11",1583,"CO"
"2003.12",1523,"CO"
"2004.01",1518,"CO"
"2004.02",1453,"CO"
"2004.03",1540,"CO"
"2004.04",1601,"CO"
"2004.05",1566,"CO"
"2004.06",1577,"CO"
"2004.07",1612,"CO"
"2004.08",1645,"CO"
"2004.09",1726,"CO"
"2004.10",1744,"CO"
"2004.11",1606,"CO"
"2004.12",1635,"CO"
"2005.01",1568,"CO"
"2005.02",1547,"CO"
"2005.03",1624,"CO"
"2005.04",1703,"CO"
"2005.05",1645,"CO"
"2005.06",1640,"CO"
"2005.07",1700,"CO"
"2005.08",1720,"CO"
"2005.09",1776,"CO"
"2005.10",1758,"CO"
"2005.11",1746,"CO"
"2005.12",1660,"CO"
"2006.01",1618,"CO"
"2006.02",1671,"CO"
"2006.03",1798,"CO"
"2006.04",1733,"CO"
"2006.05",1686,"CO"
"2006.06",1688,"CO"
"2006.07",1723,"CO"
"2006.08",1785,"CO"
"2006.09",1804,"CO"
"2006.10",1796,"CO"
"2006.11",1760,"CO"
"2006.12",1742,"CO"
"2007.01",1728,"CO"
"2007.02",1723,"CO"
"2007.03",1798,"CO"
"2007.04",1927,"CO"
"2007.05",1848,"CO"
"2007.06",1788,"CO"
"2007.07",1822,"CO"
"2007.08",1861,"CO"
"2007.09",1880,"CO"
"2007.10",1958,"CO"
"2007.11",1878,"CO"
"2007.12",1813,"CO"
"2008.01",1803,"CO"
"2008.02",1821,"CO"
"2008.03",1825,"CO"
"2008.04",1897,"CO"
"2008.05",1961,"CO"
"2008.06",1972,"CO"
"2008.07",1946,"CO"
"2008.08",2001,"CO"
"2008.09",2108,"CO"
"2008.10",2124,"CO"
"2008.11",2138,"CO"
"2008.12",1965,"CO"
"2009.01",1917,"CO"
"2009.02",1902,"CO"
"2009.03",2030,"CO"
"2009.04",2117,"CO"
"2009.05",2066,"CO"
"2009.06",2007,"CO"
"2009.07",2072,"CO"
"2009.08",2135,"CO"
"2009.09",2166,"CO"
"2009.10",2168,"CO"
"2009.11",2119,"CO"
"2009.12",2069,"CO"
"2010.01",2072,"CO"
"2010.02",2071,"CO"
"2010.03",2169,"CO"
"2010.04",2188,"CO"
"2010.05",2191,"CO"
"2010.06",2200,"CO"
"2010.07",2166,"CO"
"2010.08",2240,"CO"
"2010.09",2314,"CO"
"2010.10",2294,"CO"
"2010.11",2211,"CO"
"2010.12",2195,"CO"
"2011.01",2137,"CO"
"2011.02",2156,"CO"
"2011.03",2261,"CO"
"2011.04",2311,"CO"
"2011.05",2347,"CO"
"2011.06",2278,"CO"
"2011.07",2316,"CO"
"2011.08",2409,"CO"
"2011.09",2565,"CO"
"2011.10",2548,"CO"
"2011.11",2437,"CO"
"2011.12",2440,"CO"
"2012.01",2370,"CO"
"2012.02",2416,"CO"
"2012.03",2519,"CO"
"2012.04",2532,"CO"
"2012.05",2557,"CO"
"2012.06",2488,"CO"
"2012.07",2457,"CO"
"2012.08",2581,"CO"
"2012.09",2673,"CO"
"2012.10",2773,"CO"
"2012.11",2709,"CO"
"2012.12",2645,"CO"
"2013.01",2608,"CO"
"2013.02",2559,"CO"
"2013.03",2617,"CO"
"2013.04",2670,"CO"
"2013.05",2705,"CO"
"2013.06",2643,"CO"
"2013.07",2725,"CO"
"2013.08",2838,"CO"
"2013.09",2817,"CO"
"2013.10",2855,"CO"
"2013.11",2903,"CO"
"2013.12",2816,"CO"
"2014.01",2756,"CO"
"2014.02",2775,"CO"
"2014.03",2736,"CO"
"2014.04",2849,"CO"
"2014.05",2847,"CO"
"2014.06",2785,"CO"
"2014.07",2739,"CO"
"2014.08",2990,"CO"
"2014.09",3030,"CO"
"2014.10",3111,"CO"
"2014.11",3031,"CO"
"2014.12",2798,"CO"
"2015.01",2801,"CO"
"2015.02",2803,"CO"
"2015.03",2762,"CO"
"2015.04",2869,"CO"
"2015.05",2827,"CO"
"2015.06",2792,"CO"
"2015.07",2764,"CO"
"2015.08",2878,"CO"
"2015.09",3055,"CO"
"2015.10",3192,"CO"
"2015.11",3115,"CO"
"2015.12",2926,"CO"
"2016.01",2812,"CO"
"2016.02",2805,"CO"
"2016.03",2901,"CO"
"2016.04",3067,"CO"
"2016.05",2880,"CO"
"2016.06",2818,"CO"
"2016.07",2813,"CO"
"2016.08",2896,"CO"
"2016.09",2950,"CO"
"2016.10",2948,"CO"
"2016.11",2905,"CO"
"2016.12",2781,"CO"
"2017.01",2865,"CO"
"2017.02",2780,"CO"
"2017.03",2901,"CO"
"2017.04",2972,"CO"
"2017.05",2928,"CO"
"2017.06",2935,"CO"
"2017.07",2817,"CO"
"2017.08",2893,"CO"
"2017.09",3128,"CO"
"2017.10",3060,"CO"
"2017.11",3071,"CO"
"2017.12",2867,"CO"
"2018.01",2862,"CO"
"2018.02",2901,"CO"
"2018.03",2956,"CO"
"2018.04",3028,"CO"
"2018.05",2954,"CO"
"2018.06",2897,"CO"
"2018.07",2936,"CO"
"2018.08",3035,"CO"
"2018.09",3092,"CO"
"2018.10",3247,"CO"
"2018.11",3113,"CO"
"2018.12",3019,"CO"
"2019.01",3128,"CO"
"2019.02",3191,"CO"
"2019.03",3031,"CO"
"2019.04",3056,"CO"
"2019.05",3142,"CO"
"2019.06",3043,"CO"
"2019.07",3039,"CO"
"2019.08",3135,"CO"
"2019.09",3342,"CO"
"2019.10",3420,"CO"
"2019.11",3372,"CO"
"2019.12",3210,"CO"
"2020.01",3169,"CO"
"2020.02",3199,"CO"
"2020.03",3218,"CO"
"2020.04",3114,"CO"
"2020.05",3052,"CO"
"2020.06",2937,"CO"
"2020.07",3076,"CO"
"2020.08",3245,"CO"
"2020.09",3396,"CO"
"2020.10",3660,"CO"
"2020.11",3419,"CO"
"2020.12",3408,"CO"
"2021.01",3173,"CO"
"2021.02",3162,"CO"
"2021.03",3266,"CO"
"2021.04",3276,"CO"
"2021.05",3212,"CO"
"2021.06",3297,"CO"
"2021.07",3151,"CO"
"2021.08",3230,"CO"
"2021.09",3552,"CO"
"2021.10",3600,"CO"
"2021.11",3365,"CO"
"2021.12",3422,"CO"
"2022.01",3251,"CO"
"2022.02",3197,"CO"
"2022.03",3372,"CO"
"2022.04",3406,"CO"
"2022.05",3353,"CO"
"2022.06",3279,"CO"
"2022.07",3297,"CO"
"2022.08",3403,"CO"
"2022.09",3533,"CO"
"2022.10",3507,"CO"
"2022.11",3508,"CO"
"2022.12",3454,"CO"
"2023.01",3247,"CO"
"1979.01",1031,"NE"
"1979.02",1029,"NE"
"1979.03",1036,"NE"
"1979.04",992,"NE"
"1979.05",1028,"NE"
"1979.06",1012,"NE"
"1979.07",1039,"NE"
"1979.08",1055,"NE"
"1979.09",1074,"NE"
"1979.10",1094,"NE"
"1979.11",1130,"NE"
"1979.12",1171,"NE"
"1980.01",1198,"NE"
"1980.02",1145,"NE"
"1980.03",1168,"NE"
"1980.04",1105,"NE"
"1980.05",1171,"NE"
"1980.06",1158,"NE"
"1980.07",1194,"NE"
"1980.08",1212,"NE"
"1980.09",1194,"NE"
"1980.10",1212,"NE"
"1980.11",1210,"NE"
"1980.12",1251,"NE"
"1981.01",1276,"NE"
"1981.02",1241,"NE"
"1981.03",1225,"NE"
"1981.04",1236,"NE"
"1981.05",1256,"NE"
"1981.06",1232,"NE"
"1981.07",1242,"NE"
"1981.08",1253,"NE"
"1981.09",1236,"NE"
"1981.10",1299,"NE"
"1981.11",1320,"NE"
"1981.12",1346,"NE"
"1982.01",1397,"NE"
"1982.02",1304,"NE"
"1982.03",1342,"NE"
"1982.04",1344,"NE"
"1982.05",1310,"NE"
"1982.06",1324,"NE"
"1982.07",1319,"NE"
"1982.08",1342,"NE"
"1982.09",1375,"NE"
"1982.10",1417,"NE"
"1982.11",1413,"NE"
"1982.12",1455,"NE"
"1983.01",1468,"NE"
"1983.02",1379,"NE"
"1983.03",1435,"NE"
"1983.04",1515,"NE"
"1983.05",1501,"NE"
"1983.06",1500,"NE"
"1983.07",1542,"NE"
"1983.08",1551,"NE"
"1983.09",1573,"NE"
"1983.10",1611,"NE"
"1983.11",1622,"NE"
"1983.12",1652,"NE"
"1984.01",1649,"NE"
"1984.02",1666,"NE"
"1984.03",1698,"NE"
"1984.04",1586,"NE"
"1984.05",1611,"NE"
"1984.06",1664,"NE"
"1984.07",1678,"NE"
"1984.08",1790,"NE"
"1984.09",1854,"NE"
"1984.10",1906,"NE"
"1984.11",1942,"NE"
"1984.12",2026,"NE"
"1985.01",2026,"NE"
"1985.02",1924,"NE"
"1985.03",1928,"NE"
"1985.04",1957,"NE"
"1985.05",1943,"NE"
"1985.06",1969,"NE"
"1985.07",1960,"NE"
"1985.08",1983,"NE"
"1985.09",1988,"NE"
"1985.10",2185,"NE"
"1985.11",2046,"NE"
"1985.12",2141,"NE"
"1986.01",2149,"NE"
"1986.02",2021,"NE"
"1986.03",2058,"NE"
"1986.04",2207,"NE"
"1986.05",2272,"NE"
"1986.06",2275,"NE"
"1986.07",2313,"NE"
"1986.08",2387,"NE"
"1986.09",2380,"NE"
"1986.10",2434,"NE"
"1986.11",2390,"NE"
"1986.12",2417,"NE"
"1987.01",2528,"NE"
"1987.02",2304,"NE"
"1987.03",2219,"NE"
"1987.04",2028,"NE"
"1987.05",2078,"NE"
"1987.06",2012,"NE"
"1987.07",2048,"NE"
"1987.08",2090,"NE"
"1987.09",2150,"NE"
"1987.10",2249,"NE"
"1987.11",2254,"NE"
"1987.12",2260,"NE"
"1988.01",2309,"NE"
"1988.02",2252,"NE"
"1988.03",2347,"NE"
"1988.04",2310,"NE"
"1988.05",2308,"NE"
"1988.06",2336,"NE"
"1988.07",2321,"NE"
"1988.08",2293,"NE"
"1988.09",2373,"NE"
"1988.10",2523,"NE"
"1988.11",2349,"NE"
"1988.12",2447,"NE"
"1989.01",2453,"NE"
"1989.02",2388,"NE"
"1989.03",2441,"NE"
"1989.04",2404,"NE"
"1989.05",2448,"NE"
"1989.06",2499,"NE"
"1989.07",2518,"NE"
"1989.08",2512,"NE"
"1989.09",2547,"NE"
"1989.10",2593,"NE"
"1989.11",2690,"NE"
"1989.12",2615,"NE"
"1990.01",2639,"NE"
"1990.02",2519,"NE"
"1990.03",2598,"NE"
"1990.04",2507,"NE"
"1990.05",2489,"NE"
"1990.06",2488,"NE"
"1990.07",2544,"NE"
"1990.08",2615,"NE"
"1990.09",2662,"NE"
"1990.10",2706,"NE"
"1990.11",2820,"NE"
"1990.12",2783,"NE"
"1991.01",2808,"NE"
"1991.02",2673,"NE"
"1991.03",2670,"NE"
"1991.04",2692,"NE"
"1991.05",2775,"NE"
"1991.06",2790,"NE"
"1991.07",2859,"NE"
"1991.08",2861,"NE"
"1991.09",2797,"NE"
"1991.10",2922,"NE"
"1991.11",2925,"NE"
"1991.12",2853,"NE"
"1992.01",2931,"NE"
"1992.02",2800,"NE"
"1992.03",2832,"NE"
"1992.04",2825,"NE"
"1992.05",2871,"NE"
"1992.06",2822,"NE"
"1992.07",2854,"NE"
"1992.08",2836,"NE"
"1992.09",2865,"NE"
"1992.10",2904,"NE"
"1992.11",2874,"NE"
"1992.12",2884,"NE"
"1993.01",2911,"NE"
"1993.02",2718,"NE"
"1993.03",2910,"NE"
"1993.04",2926,"NE"
"1993.05",2924,"NE"
"1993.06",2895,"NE"
"1993.07",2920,"NE"
"1993.08",2912,"NE"
"1993.09",2940,"NE"
"1993.10",2955,"NE"
"1993.11",2958,"NE"
"1993.12",2977,"NE"
"1994.01",3022,"NE"
"1994.02",2818,"NE"
"1994.03",2929,"NE"
"1994.04",2893,"NE"
"1994.05",2860,"NE"
"1994.06",2877,"NE"
"1994.07",2829,"NE"
"1994.08",2908,"NE"
"1994.09",2973,"NE"
"1994.10",2982,"NE"
"1994.11",3031,"NE"
"1994.12",3086,"NE"
"1995.01",3256,"NE"
"1995.02",2961,"NE"
"1995.03",3244,"NE"
"1995.04",3115,"NE"
"1995.05",3090,"NE"
"1995.06",3059,"NE"
"1995.07",3186,"NE"
"1995.08",3182,"NE"
"1995.09",3221,"NE"
"1995.10",3273,"NE"
"1995.11",3364,"NE"
"1995.12",3311,"NE"
"1996.01",3400,"NE"
"1996.02",3350,"NE"
"1996.03",3420,"NE"
"1996.04",3391,"NE"
"1996.05",3372,"NE"
"1996.06",3363,"NE"
"1996.07",3358,"NE"
"1996.08",3400,"NE"
"1996.09",3421,"NE"
"1996.10",3503,"NE"
"1996.11",3455,"NE"
"1996.12",3492,"NE"
"1997.01",3644,"NE"
"1997.02",3449,"NE"
"1997.03",3427,"NE"
"1997.04",3470,"NE"
"1997.05",3529,"NE"
"1997.06",3491,"NE"
"1997.07",3533,"NE"
"1997.08",3581,"NE"
"1997.09",3565,"NE"
"1997.10",3770,"NE"
"1997.11",3804,"NE"
"1997.12",3762,"NE"
"1998.01",3864,"NE"
"1998.02",3666,"NE"
"1998.03",3788,"NE"
"1998.04",3885,"NE"
"1998.05",3904,"NE"
"1998.06",3733,"NE"
"1998.07",3803,"NE"
"1998.08",3806,"NE"
"1998.09",3833,"NE"
"1998.10",3937,"NE"
"1998.11",3982,"NE"
"1998.12",3915,"NE"
"1999.01",3968,"NE"
"1999.02",3770,"NE"
"1999.03",3814,"NE"
"1999.04",3978,"NE"
"1999.05",3885,"NE"
"1999.06",3865,"NE"
"1999.07",3922,"NE"
"1999.08",3918,"NE"
"1999.09",3956,"NE"
"1999.10",4052,"NE"
"1999.11",4097,"NE"
"1999.12",4109,"NE"
"2000.01",4072,"NE"
"2000.02",4023,"NE"
"2000.03",4112,"NE"
"2000.04",4059,"NE"
"2000.05",4109,"NE"
"2000.06",4099,"NE"
"2000.07",4056,"NE"
"2000.08",4122,"NE"
"2000.09",4187,"NE"
"2000.10",4437,"NE"
"2000.11",4208,"NE"
"2000.12",4249,"NE"
"2001.01",4287,"NE"
"2001.02",4135,"NE"
"2001.03",4294,"NE"
"2001.04",4263,"NE"
"2001.05",4341,"NE"
"2001.06",3762,"NE"
"2001.07",3233,"NE"
"2001.08",3254,"NE"
"2001.09",3268,"NE"
"2001.10",3368,"NE"
"2001.11",3420,"NE"
"2001.12",3432,"NE"
"2002.01",3671,"NE"
"2002.02",3556,"NE"
"2002.03",3583,"NE"
"2002.04",3899,"NE"
"2002.05",3957,"NE"
"2002.06",3897,"NE"
"2002.07",3964,"NE"
"2002.08",4039,"NE"
"2002.09",4052,"NE"
"2002.10",4225,"NE"
"2002.11",4272,"NE"
"2002.12",4220,"NE"
"2003.01",4315,"NE"
"2003.02",4047,"NE"
"2003.03",4117,"NE"
"2003.04",4129,"NE"
"2003.05",4094,"NE"
"2003.06",4126,"NE"
"2003.07",4088,"NE"
"2003.08",4009,"NE"
"2003.09",4058,"NE"
"2003.10",4398,"NE"
"2003.11",4359,"NE"
"2003.12",4452,"NE"
"2004.01",4359,"NE"
"2004.02",4014,"NE"
"2004.03",4219,"NE"
"2004.04",4328,"NE"
"2004.05",4420,"NE"
"2004.06",4406,"NE"
"2004.07",4368,"NE"
"2004.08",4428,"NE"
"2004.09",4549,"NE"
"2004.10",4655,"NE"
"2004.11",4696,"NE"
"2004.12",4763,"NE"
"2005.01",4772,"NE"
"2005.02",4524,"NE"
"2005.03",4690,"NE"
"2005.04",4673,"NE"
"2005.05",4736,"NE"
"2005.06",4571,"NE"
"2005.07",4640,"NE"
"2005.08",4739,"NE"
"2005.09",4764,"NE"
"2005.10",4849,"NE"
"2005.11",4920,"NE"
"2005.12",5006,"NE"
"2006.01",4919,"NE"
"2006.02",4704,"NE"
"2006.03",5060,"NE"
"2006.04",4857,"NE"
"2006.05",4795,"NE"
"2006.06",4772,"NE"
"2006.07",4749,"NE"
"2006.08",4940,"NE"
"2006.09",4953,"NE"
"2006.10",5142,"NE"
"2006.11",5135,"NE"
"2006.12",5124,"NE"
"2007.01",5267,"NE"
"2007.02",4974,"NE"
"2007.03",5018,"NE"
"2007.04",5169,"NE"
"2007.05",5172,"NE"
"2007.06",5082,"NE"
"2007.07",5139,"NE"
"2007.08",5211,"NE"
"2007.09",5147,"NE"
"2007.10",5441,"NE"
"2007.11",5503,"NE"
"2007.12",5546,"NE"
"2008.01",5474,"NE"
"2008.02",5252,"NE"
"2008.03",5338,"NE"
"2008.04",5248,"NE"
"2008.05",5408,"NE"
"2008.06",5241,"NE"
"2008.07",5335,"NE"
"2008.08",5378,"NE"
"2008.09",5463,"NE"
"2008.10",5685,"NE"
"2008.11",5585,"NE"
"2008.12",5536,"NE"
"2009.01",5341,"NE"
"2009.02",5102,"NE"
"2009.03",5391,"NE"
"2009.04",5307,"NE"
"2009.05",5189,"NE"
"2009.06",5123,"NE"
"2009.07",5258,"NE"
"2009.08",5502,"NE"
"2009.09",5581,"NE"
"2009.10",5779,"NE"
"2009.11",5758,"NE"
"2009.12",5963,"NE"
"2010.01",5740,"NE"
"2010.02",5589,"NE"
"2010.03",6119,"NE"
"2010.04",5884,"NE"
"2010.05",5960,"NE"
"2010.06",5906,"NE"
"2010.07",5844,"NE"
"2010.08",5833,"NE"
"2010.09",5896,"NE"
"2010.10",6123,"NE"
"2010.11",6136,"NE"
"2010.12",6166,"NE"
"2011.01",5989,"NE"
"2011.02",5503,"NE"
"2011.03",6027,"NE"
"2011.04",5967,"NE"
"2011.05",5899,"NE"
"2011.06",5809,"NE"
"2011.07",5937,"NE"
"2011.08",6093,"NE"
"2011.09",6093,"NE"
"2011.10",6216,"NE"
"2011.11",6138,"NE"
"2011.12",6244,"NE"
"2012.01",6298,"NE"
"2012.02",6010,"NE"
"2012.03",6408,"NE"
"2012.04",6272,"NE"
"2012.05",6436,"NE"
"2012.06",6135,"NE"
"2012.07",6112,"NE"
"2012.08",6324,"NE"
"2012.09",6288,"NE"
"2012.10",6428,"NE"
"2012.11",6421,"NE"
"2012.12",6479,"NE"
"2013.01",6660,"NE"
"2013.02",6452,"NE"
"2013.03",6706,"NE"
"2013.04",6853,"NE"
"2013.05",6660,"NE"
"2013.06",6385,"NE"
"2013.07",6535,"NE"
"2013.08",6581,"NE"
"2013.09",6537,"NE"
"2013.10",6833,"NE"
"2013.11",6760,"NE"
"2013.12",6734,"NE"
"2014.01",6882,"NE"
"2014.02",6612,"NE"
"2014.03",6843,"NE"
"2014.04",6670,"NE"
"2014.05",6634,"NE"
"2014.06",6356,"NE"
"2014.07",6535,"NE"
"2014.08",6634,"NE"
"2014.09",6700,"NE"
"2014.10",6911,"NE"
"2014.11",6921,"NE"
"2014.12",6859,"NE"
"2015.01",6968,"NE"
"2015.02",6772,"NE"
"2015.03",6898,"NE"
"2015.04",6729,"NE"
"2015.05",6697,"NE"
"2015.06",6486,"NE"
"2015.07",6272,"NE"
"2015.08",6405,"NE"
"2015.09",6469,"NE"
"2015.10",6711,"NE"
"2015.11",6728,"NE"
"2015.12",6854,"NE"
"2016.01",6614,"NE"
"2016.02",6356,"NE"
"2016.03",6778,"NE"
"2016.04",6601,"NE"
"2016.05",6760,"NE"
"2016.06",6633,"NE"
"2016.07",6474,"NE"
"2016.08",6513,"NE"
"2016.09",6615,"NE"
"2016.10",6668,"NE"
"2016.11",6814,"NE"
"2016.12",6854,"NE"
"2017.01",6681,"NE"
"2017.02",6294,"NE"
"2017.03",6742,"NE"
"2017.04",6501,"NE"
"2017.05",6623,"NE"
"2017.06",6530,"NE"
"2017.07",6303,"NE"
"2017.08",6427,"NE"
"2017.09",6428,"NE"
"2017.10",6809,"NE"
"2017.11",6873,"NE"
"2017.12",6876,"NE"
"2018.01",6736,"NE"
"2018.02",6340,"NE"
"2018.03",6582,"NE"
"2018.04",6672,"NE"
"2018.05",6665,"NE"
"2018.06",6613,"NE"
"2018.07",6525,"NE"
"2018.08",6743,"NE"
"2018.09",6690,"NE"
"2018.10",7100,"NE"
"2018.11",7264,"NE"
"2018.12",6870,"NE"
"2019.01",6976,"NE"
"2019.02",6812,"NE"
"2019.03",7060,"NE"
"2019.04",6772,"NE"
